Record_ID,Bus_ID,Route_ID,Stop_ID,Stop_Name,Latitude,Longitude,Distance_km,Cumulative_Distance_km,Weather,Temperature_C,Day_of_Week,Peak_Hour,Road_Type,Traffic_Level,Speed_kmph,Passenger_Count,Bus_Capacity,Stop_Time_min,Delay_min,Travel_Time_min,Arrival_Time
4293,B018,R006,S009,Pedakakani,16.285,80.49,4.95,13.15,Cloudy,25,Friday,1,Main Road,Low,31,36,60,2,1,12.6,10:33
4294,B008,R001,S158,Prathipadu,16.48,80.32,7.45,36.85,Rainy,25,Tuesday,1,Main Road,Medium,35,51,60,3,9,24.8,10:34
4295,B016,R005,S067,Guntur,16.3067,80.4365,2.09,31.27,Rainy,30,Thursday,0,Village Road,Medium,30,57,60,2,9,15.2,10:35
4296,B012,R005,S112,Tulluru,16.52,80.58,3.43,17.04,Sunny,33,Saturday,1,Main Road,Medium,45,26,60,2,4,10.6,10:36
4297,B014,R011,S176,Namburu,16.36,80.52,1.68,6.56,Sunny,32,Wednesday,0,Village Road,High,34,8,60,3,8,14.0,10:37
4298,B012,R020,S184,Ponnur,16.065,80.551,4.62,9.36,Rainy,28,Tuesday,1,Highway,Medium,53,44,60,4,9,18.2,10:38
4299,B004,R016,S017,Tadikonda,16.405,80.643,4.79,34.41,Sunny,23,Thursday,0,Main Road,Low,39,36,60,1,0,8.4,10:39
4300,B009,R007,S071,Vaddeswaram,16.49,80.61,6.63,30.92,Cloudy,32,Thursday,0,Village Road,Medium,34,13,60,3,5,19.7,11:40
4301,B020,R003,S146,Vaddeswaram,16.49,80.61,7.05,23.63,Rainy,28,Monday,1,Main Road,Medium,38,19,60,3,9,23.1,11:41
4302,B008,R010,S070,Tadikonda,16.405,80.643,4.88,14.74,Foggy,22,Saturday,1,Main Road,Medium,40,59,60,2,8,17.3,11:42
4303,B011,R017,S016,Tulluru,16.52,80.58,7.76,14.06,Sunny,32,Friday,0,Village Road,Medium,25,44,60,2,4,24.6,11:43
4304,B012,R011,S106,Tulluru,16.52,80.58,7.67,23.76,Cloudy,37,Wednesday,1,Village Road,Low,27,24,60,1,1,19.0,11:44
4305,B017,R016,S016,Tadikonda,16.405,80.643,1.18,13.63,Sunny,31,Tuesday,0,Village Road,Low,24,22,60,3,0,5.9,11:45
4306,B016,R020,S147,Vaddeswaram,16.49,80.61,7.31,15.41,Sunny,29,Friday,0,Village Road,Medium,27,21,60,4,4,24.2,11:46
4307,B019,R004,S189,Namburu,16.36,80.52,2.23,15.84,Rainy,37,Friday,1,Village Road,High,18,6,60,1,13,21.4,11:47
4308,B014,R006,S047,Pedakakani,16.285,80.49,0.95,2.52,Cloudy,32,Wednesday,1,Main Road,Low,36,38,60,2,1,4.6,11:48
4309,B020,R003,S143,Ponnur,16.065,80.551,1.72,3.94,Cloudy,34,Thursday,0,Highway,Low,45,35,60,4,1,7.3,11:49
4310,B018,R011,S190,Guntur,16.3067,80.4365,7.89,22.77,Sunny,38,Saturday,1,Main Road,Medium,32,27,60,4,4,22.8,11:50
4311,B010,R019,S047,Tenali,16.239,80.645,2.24,28.41,Sunny,28,Monday,0,Village Road,Low,29,54,60,4,0,8.6,11:51
4312,B006,R013,S117,Guntur,16.3067,80.4365,3.72,5.87,Cloudy,31,Saturday,1,Main Road,Low,38,59,60,4,1,10.9,11:52
4313,B006,R016,S026,Tenali,16.239,80.645,6.04,23.84,Rainy,32,Tuesday,0,Village Road,Low,28,33,60,1,5,18.9,11:53
4314,B004,R013,S144,Tenali,16.239,80.645,2.24,25.1,Sunny,24,Tuesday,0,Main Road,Medium,34,26,60,4,4,12.0,11:54
4315,B011,R015,S165,Vaddeswaram,16.49,80.61,6.4,11.0,Sunny,39,Tuesday,1,Highway,Medium,60,24,60,2,4,12.4,11:55
4316,B001,R002,S085,Tadikonda,16.405,80.643,4.21,27.98,Foggy,36,Friday,1,Highway,Low,48,43,60,3,4,12.3,11:56
4317,B010,R014,S090,Vaddeswaram,16.49,80.61,1.97,23.3,Sunny,32,Monday,1,Main Road,Medium,40,28,60,4,4,11.0,11:57
4318,B002,R010,S035,Tenali,16.239,80.645,4.67,16.82,Sunny,22,Saturday,1,Highway,Low,45,15,60,2,0,8.2,11:58
4319,B002,R003,S052,Tadikonda,16.405,80.643,1.93,30.07,Cloudy,34,Thursday,0,Village Road,High,26,23,60,3,9,16.5,11:59
4320,B011,R005,S017,Pedakakani,16.285,80.49,6.89,22.73,Cloudy,40,Tuesday,0,Highway,High,52,29,60,4,9,20.9,11:00
4321,B001,R019,S126,Tulluru,16.52,80.58,1.51,5.29,Rainy,35,Saturday,1,Main Road,Low,39,38,60,2,5,9.3,11:01
4322,B015,R019,S148,Tenali,16.239,80.645,7.21,30.1,Cloudy,37,Friday,0,Main Road,Low,33,21,60,2,1,16.1,11:02
4323,B002,R004,S120,Vaddeswaram,16.49,80.61,2.71,14.77,Sunny,37,Wednesday,1,Main Road,Medium,30,33,60,3,4,12.4,11:03
4324,B020,R014,S144,Pedakakani,16.285,80.49,1.68,15.41,Sunny,22,Monday,0,Highway,Medium,47,6,60,1,4,7.1,11:04
4325,B010,R010,S010,Guntur,16.3067,80.4365,6.05,26.18,Sunny,39,Friday,1,Main Road,Medium,33,5,60,3,4,18.0,11:05
4326,B018,R005,S151,Tenali,16.239,80.645,0.99,26.88,Sunny,35,Monday,1,Village Road,Medium,24,31,60,3,4,9.5,11:06
4327,B010,R007,S155,Tadikonda,16.405,80.643,3.0,7.16,Rainy,37,Thursday,0,Highway,Low,60,45,60,2,5,10.0,11:07
4328,B011,R015,S091,Pedakakani,16.285,80.49,6.32,20.52,Cloudy,32,Tuesday,0,Highway,High,52,28,60,3,9,19.3,11:08
4329,B009,R008,S033,Guntur,16.3067,80.4365,2.16,19.4,Rainy,40,Thursday,0,Main Road,Low,38,49,60,3,5,11.4,11:09
4330,B008,R005,S163,Guntur,16.3067,80.4365,6.36,13.41,Rainy,26,Friday,1,Highway,Medium,49,55,60,1,9,17.8,11:10
4331,B017,R010,S028,Guntur,16.3067,80.4365,5.37,9.54,Rainy,22,Thursday,1,Main Road,Medium,30,35,60,1,9,20.7,11:11
4332,B010,R005,S030,Namburu,16.36,80.52,3.63,23.57,Sunny,36,Friday,1,Main Road,Medium,37,50,60,4,4,13.9,11:12
4333,B006,R007,S142,Namburu,16.36,80.52,5.87,12.57,Sunny,23,Saturday,1,Highway,Medium,50,43,60,3,4,14.0,11:13
4334,B011,R007,S127,Mangalagiri,16.4303,80.5681,1.55,15.79,Cloudy,22,Monday,1,Main Road,Low,31,12,60,4,1,8.0,11:14
4335,B020,R005,S126,Guntur,16.3067,80.4365,6.37,23.21,Sunny,37,Saturday,0,Highway,Low,51,20,60,4,0,11.5,11:15
4336,B015,R003,S109,Vaddeswaram,16.49,80.61,5.52,22.98,Sunny,38,Friday,1,Main Road,High,37,14,60,3,8,20.0,11:16
4337,B012,R016,S193,Tulluru,16.52,80.58,1.08,3.58,Sunny,30,Wednesday,1,Main Road,Low,30,60,60,1,0,3.2,11:17
4338,B016,R020,S047,Guntur,16.3067,80.4365,4.28,12.31,Rainy,29,Tuesday,1,Village Road,Low,21,17,60,1,5,18.2,11:18
4339,B015,R006,S099,Tenali,16.239,80.645,2.23,23.02,Sunny,35,Friday,0,Village Road,Medium,22,12,60,1,4,11.1,11:19
4340,B007,R019,S068,Vaddeswaram,16.49,80.61,7.57,20.63,Cloudy,39,Thursday,1,Village Road,Low,21,16,60,4,1,26.6,11:20
4341,B014,R008,S079,Tadikonda,16.405,80.643,6.55,10.83,Cloudy,30,Wednesday,0,Main Road,Medium,31,5,60,2,5,19.7,11:21
4342,B003,R020,S058,Ponnur,16.065,80.551,3.23,29.21,Cloudy,36,Thursday,0,Highway,High,45,40,60,1,9,14.3,11:22
4343,B015,R004,S006,Prathipadu,16.48,80.32,6.12,36.11,Sunny,36,Monday,1,Village Road,Medium,30,37,60,3,4,19.2,11:23
4344,B014,R010,S040,Guntur,16.3067,80.4365,2.04,11.14,Sunny,23,Tuesday,0,Main Road,Low,40,33,60,3,0,6.1,11:24
4345,B010,R009,S119,Prathipadu,16.48,80.32,6.24,16.71,Sunny,36,Saturday,1,Main Road,Low,43,52,60,2,0,10.7,11:25
4346,B009,R012,S160,Tadikonda,16.405,80.643,4.01,31.05,Sunny,37,Thursday,1,Main Road,Medium,43,35,60,1,4,10.6,11:26
4347,B020,R004,S023,Ponnur,16.065,80.551,6.48,34.2,Sunny,33,Saturday,1,Highway,Medium,56,32,60,1,4,11.9,11:27
4348,B009,R014,S124,Pedakakani,16.285,80.49,5.61,9.34,Sunny,37,Friday,0,Village Road,Low,32,17,60,1,0,11.5,11:28
4349,B013,R007,S174,Vaddeswaram,16.49,80.61,5.3,19.21,Cloudy,25,Wednesday,0,Main Road,Low,31,19,60,2,1,13.3,11:29
4350,B001,R003,S019,Pedakakani,16.285,80.49,4.57,29.97,Rainy,40,Monday,1,Village Road,Low,32,36,60,2,5,15.6,11:30
4351,B014,R004,S030,Namburu,16.36,80.52,5.67,19.31,Foggy,32,Wednesday,1,Main Road,Medium,40,42,60,4,8,20.5,11:31
4352,B006,R009,S006,Namburu,16.36,80.52,4.54,6.79,Rainy,37,Thursday,1,Village Road,Low,18,35,60,1,5,21.1,11:32
4353,B004,R002,S113,Vaddeswaram,16.49,80.61,2.89,8.94,Sunny,31,Thursday,1,Main Road,Medium,42,6,60,2,4,10.1,11:33
4354,B009,R010,S024,Tenali,16.239,80.645,2.17,13.19,Sunny,27,Thursday,1,Highway,Low,60,35,60,1,0,3.2,11:34
4355,B006,R012,S019,Tulluru,16.52,80.58,6.23,7.94,Cloudy,26,Monday,1,Main Road,Medium,35,58,60,3,5,18.7,11:35
4356,B005,R017,S005,Pedakakani,16.285,80.49,0.88,15.12,Sunny,39,Thursday,0,Main Road,Medium,45,17,60,1,4,6.2,11:36
4357,B004,R012,S050,Ponnur,16.065,80.551,4.68,6.9,Cloudy,32,Saturday,0,Highway,Low,48,60,60,1,1,7.8,11:37
4358,B003,R020,S099,Namburu,16.36,80.52,3.74,4.86,Sunny,26,Friday,1,Village Road,Medium,28,56,60,3,4,15.0,11:38
4359,B008,R006,S170,Mangalagiri,16.4303,80.5681,2.83,21.44,Sunny,24,Friday,0,Village Road,Medium,32,41,60,2,4,11.3,11:39
4360,B020,R012,S022,Pedakakani,16.285,80.49,5.16,10.85,Cloudy,36,Friday,1,Main Road,Low,36,20,60,1,1,10.6,11:40
4361,B019,R013,S178,Mangalagiri,16.4303,80.5681,3.54,26.56,Sunny,36,Saturday,0,Main Road,Medium,44,34,60,4,4,12.8,11:41
4362,B014,R012,S037,Tulluru,16.52,80.58,4.55,5.53,Sunny,25,Thursday,0,Village Road,High,35,49,60,4,8,19.8,11:42
4363,B005,R013,S078,Ponnur,16.065,80.551,0.97,2.51,Cloudy,25,Saturday,0,Main Road,High,38,15,60,3,9,13.5,11:43
4364,B018,R008,S089,Tadikonda,16.405,80.643,2.52,19.86,Cloudy,26,Thursday,0,Village Road,High,35,51,60,1,9,14.3,11:44
4365,B005,R012,S002,Namburu,16.36,80.52,7.79,8.28,Sunny,24,Saturday,1,Main Road,Medium,44,51,60,4,4,18.6,11:45
4366,B014,R002,S097,Tulluru,16.52,80.58,5.25,26.46,Sunny,40,Friday,0,Highway,Medium,57,51,60,3,4,12.5,11:46
4367,B003,R019,S188,Tadikonda,16.405,80.643,5.79,13.0,Cloudy,37,Tuesday,0,Main Road,Medium,43,9,60,1,5,14.1,11:47
4368,B004,R020,S153,Mangalagiri,16.4303,80.5681,2.02,5.43,Sunny,29,Friday,0,Village Road,Low,32,47,60,3,0,6.8,11:48
4369,B005,R013,S200,Namburu,16.36,80.52,4.68,12.01,Cloudy,35,Tuesday,1,Main Road,Low,30,14,60,2,1,12.4,11:49
4370,B014,R007,S054,Tulluru,16.52,80.58,5.05,31.1,Sunny,38,Saturday,0,Village Road,Medium,25,16,60,4,4,20.1,11:50
4371,B001,R020,S200,Tadikonda,16.405,80.643,6.73,26.0,Rainy,28,Monday,1,Main Road,Low,30,9,60,4,5,22.5,11:51
4372,B011,R009,S171,Namburu,16.36,80.52,1.95,19.61,Sunny,40,Thursday,1,Main Road,Low,42,57,60,3,0,5.8,11:52
4373,B001,R013,S117,Mangalagiri,16.4303,80.5681,6.36,26.8,Sunny,24,Tuesday,0,Main Road,Medium,35,13,60,3,4,17.9,11:53
4374,B020,R001,S180,Tenali,16.239,80.645,1.55,10.82,Sunny,24,Wednesday,0,Main Road,Low,30,19,60,2,0,5.1,11:54
4375,B006,R017,S019,Tulluru,16.52,80.58,6.65,19.36,Cloudy,38,Wednesday,0,Village Road,Low,22,45,60,1,1,20.1,11:55
4376,B007,R010,S105,Prathipadu,16.48,80.32,6.31,17.93,Rainy,39,Saturday,0,Main Road,High,37,29,60,1,13,24.2,11:56
4377,B016,R006,S055,Guntur,16.3067,80.4365,1.61,28.93,Sunny,31,Monday,1,Main Road,High,32,39,60,4,8,15.0,11:57
4378,B013,R018,S153,Vaddeswaram,16.49,80.61,4.27,30.56,Cloudy,37,Saturday,0,Village Road,High,22,33,60,4,9,24.6,11:58
4379,B004,R013,S155,Tenali,16.239,80.645,4.67,34.52,Cloudy,38,Tuesday,0,Village Road,Medium,21,51,60,2,5,20.3,11:59
4380,B015,R008,S092,Namburu,16.36,80.52,1.76,20.81,Sunny,27,Thursday,1,Main Road,Low,37,25,60,1,0,3.9,11:00
4381,B001,R001,S069,Prathipadu,16.48,80.32,2.55,31.87,Sunny,35,Saturday,0,Main Road,Low,30,57,60,1,0,6.1,11:01
4382,B013,R009,S108,Pedakakani,16.285,80.49,0.82,19.55,Cloudy,26,Thursday,0,Highway,Medium,45,31,60,2,5,8.1,11:02
4383,B009,R003,S095,Namburu,16.36,80.52,4.93,32.6,Rainy,37,Saturday,0,Main Road,High,30,20,60,3,13,25.9,11:03
4384,B020,R016,S194,Tulluru,16.52,80.58,7.95,12.43,Cloudy,31,Thursday,1,Main Road,Low,38,10,60,3,1,16.6,11:04
4385,B006,R018,S170,Tulluru,16.52,80.58,2.32,24.64,Sunny,39,Friday,1,Main Road,Medium,41,47,60,2,4,9.4,11:05
4386,B005,R017,S142,Vaddeswaram,16.49,80.61,5.8,33.2,Rainy,26,Friday,0,Village Road,Low,21,48,60,3,5,24.6,11:06
4387,B012,R005,S011,Vaddeswaram,16.49,80.61,2.19,22.05,Cloudy,22,Saturday,0,Highway,Medium,51,54,60,2,5,9.6,11:07
4388,B011,R008,S067,Tulluru,16.52,80.58,5.63,22.85,Cloudy,34,Thursday,0,Village Road,Medium,23,42,60,2,5,21.7,11:08
4389,B015,R017,S137,Tulluru,16.52,80.58,1.31,3.33,Sunny,39,Saturday,0,Village Road,Low,31,32,60,1,0,3.5,11:09
4390,B017,R010,S078,Tadikonda,16.405,80.643,6.24,10.44,Rainy,31,Thursday,0,Main Road,High,45,10,60,2,13,23.3,11:10
4391,B015,R001,S076,Namburu,16.36,80.52,7.45,21.2,Foggy,30,Saturday,1,Main Road,Low,39,46,60,1,4,16.5,11:11
4392,B003,R008,S039,Mangalagiri,16.4303,80.5681,2.66,28.31,Cloudy,25,Saturday,0,Main Road,Medium,42,49,60,2,5,10.8,11:12
4393,B005,R014,S016,Prathipadu,16.48,80.32,7.39,19.19,Foggy,36,Thursday,1,Village Road,Low,21,9,60,4,4,29.1,11:13
4394,B010,R012,S027,Prathipadu,16.48,80.32,2.87,32.81,Cloudy,26,Friday,0,Village Road,Low,31,35,60,3,1,9.6,11:14
4395,B006,R009,S135,Tadikonda,16.405,80.643,6.88,35.09,Rainy,29,Tuesday,1,Main Road,Medium,32,55,60,4,9,25.9,11:15
4396,B008,R009,S094,Tulluru,16.52,80.58,6.22,35.45,Sunny,39,Tuesday,0,Main Road,Low,41,40,60,2,0,11.1,11:16
4397,B020,R006,S080,Vaddeswaram,16.49,80.61,5.06,16.56,Sunny,36,Thursday,0,Highway,Medium,60,35,60,2,4,11.1,11:17
4398,B014,R005,S027,Tadikonda,16.405,80.643,2.17,11.88,Sunny,28,Saturday,1,Main Road,Low,41,57,60,4,0,7.2,11:18
4399,B011,R016,S100,Guntur,16.3067,80.4365,4.15,32.67,Sunny,40,Friday,1,Main Road,Medium,38,25,60,3,4,13.6,11:19
4400,B001,R003,S080,Mangalagiri,16.4303,80.5681,5.97,17.89,Sunny,30,Thursday,0,Highway,High,54,28,60,4,8,18.6,12:20
4401,B003,R009,S010,Tulluru,16.52,80.58,4.94,32.75,Cloudy,36,Thursday,1,Main Road,Low,45,10,60,4,1,11.6,12:21
4402,B020,R008,S045,Vaddeswaram,16.49,80.61,6.72,16.49,Foggy,26,Thursday,1,Main Road,High,42,42,60,2,12,23.6,12:22
4403,B005,R014,S024,Namburu,16.36,80.52,2.1,17.4,Rainy,34,Friday,0,Highway,Low,46,34,60,2,5,9.7,12:23
4404,B017,R001,S091,Ponnur,16.065,80.551,5.43,10.41,Cloudy,32,Wednesday,1,Main Road,Medium,38,8,60,1,5,14.6,12:24
4405,B001,R012,S189,Guntur,16.3067,80.4365,6.58,6.72,Cloudy,35,Saturday,0,Village Road,Low,25,19,60,2,1,18.8,12:25
4406,B018,R018,S046,Prathipadu,16.48,80.32,1.86,18.17,Sunny,35,Tuesday,0,Village Road,Low,31,6,60,2,0,5.6,12:26
4407,B018,R017,S185,Tulluru,16.52,80.58,7.68,16.67,Rainy,24,Thursday,0,Main Road,Medium,35,5,60,3,9,25.2,12:27
4408,B016,R018,S155,Ponnur,16.065,80.551,4.29,7.68,Sunny,30,Tuesday,1,Main Road,Medium,34,39,60,2,4,13.6,12:28
4409,B002,R011,S140,Vaddeswaram,16.49,80.61,3.32,26.76,Cloudy,22,Saturday,1,Main Road,Low,34,18,60,3,1,9.9,12:29
4410,B011,R007,S180,Mangalagiri,16.4303,80.5681,3.49,30.41,Rainy,30,Monday,1,Main Road,Low,44,46,60,4,5,13.8,12:30
4411,B016,R003,S010,Tenali,16.239,80.645,6.74,22.09,Sunny,39,Tuesday,0,Highway,Medium,54,58,60,1,4,12.5,12:31
4412,B007,R013,S114,Vaddeswaram,16.49,80.61,2.26,19.32,Sunny,39,Tuesday,1,Highway,Medium,53,37,60,2,4,8.6,12:32
4413,B017,R005,S193,Vaddeswaram,16.49,80.61,5.64,17.94,Cloudy,29,Saturday,0,Village Road,Medium,19,60,60,2,5,24.8,12:33
4414,B012,R013,S098,Mangalagiri,16.4303,80.5681,4.05,24.04,Foggy,29,Friday,0,Main Road,Medium,42,37,60,2,8,15.8,12:34
4415,B019,R017,S081,Tadikonda,16.405,80.643,4.39,18.96,Rainy,23,Thursday,1,Highway,Low,45,7,60,2,5,12.9,12:35
4416,B003,R012,S077,Tadikonda,16.405,80.643,7.06,30.59,Sunny,34,Monday,0,Main Road,Low,31,9,60,1,0,14.7,12:36
4417,B019,R009,S187,Ponnur,16.065,80.551,4.66,24.25,Sunny,25,Saturday,1,Village Road,Medium,23,57,60,1,4,17.2,12:37
4418,B001,R006,S167,Tulluru,16.52,80.58,1.65,11.58,Cloudy,28,Monday,1,Village Road,High,21,45,60,2,9,15.7,12:38
4419,B008,R011,S188,Tadikonda,16.405,80.643,1.92,29.65,Foggy,37,Tuesday,0,Highway,Low,45,54,60,3,4,9.6,12:39
4420,B018,R010,S093,Tulluru,16.52,80.58,1.85,28.28,Sunny,35,Tuesday,0,Main Road,Medium,40,48,60,3,4,9.8,12:40
4421,B009,R001,S154,Ponnur,16.065,80.551,2.43,2.45,Cloudy,38,Wednesday,0,Village Road,Low,29,11,60,3,1,9.0,12:41
4422,B016,R004,S139,Namburu,16.36,80.52,7.49,24.84,Cloudy,31,Wednesday,1,Village Road,Low,22,9,60,4,1,25.4,12:42
4423,B015,R009,S162,Namburu,16.36,80.52,0.98,14.3,Cloudy,22,Monday,0,Highway,Medium,59,45,60,4,5,10.0,12:43
4424,B019,R013,S007,Vaddeswaram,16.49,80.61,7.36,24.94,Sunny,36,Monday,0,Village Road,High,31,22,60,3,8,25.2,12:44
4425,B006,R006,S176,Guntur,16.3067,80.4365,3.38,8.02,Cloudy,31,Thursday,0,Main Road,Low,45,39,60,4,1,9.5,12:45
4426,B013,R002,S152,Guntur,16.3067,80.4365,4.09,5.89,Rainy,34,Saturday,0,Highway,Low,47,6,60,2,5,12.2,12:46
4427,B014,R014,S127,Namburu,16.36,80.52,6.4,34.91,Sunny,36,Wednesday,0,Main Road,Low,44,37,60,1,0,9.7,12:47
4428,B005,R014,S062,Tulluru,16.52,80.58,2.26,22.33,Rainy,28,Thursday,0,Village Road,Medium,30,40,60,3,9,16.5,12:48
4429,B015,R005,S141,Tulluru,16.52,80.58,7.25,34.07,Sunny,37,Friday,0,Highway,Medium,52,47,60,2,4,14.4,12:49
4430,B006,R013,S196,Vaddeswaram,16.49,80.61,6.96,18.36,Cloudy,37,Monday,1,Village Road,High,27,31,60,1,9,25.5,12:50
4431,B009,R014,S014,Mangalagiri,16.4303,80.5681,7.13,19.34,Sunny,30,Saturday,0,Main Road,Medium,45,14,60,1,4,14.5,12:51
4432,B020,R015,S154,Tulluru,16.52,80.58,6.34,10.75,Cloudy,38,Monday,0,Main Road,Low,43,18,60,2,1,11.8,12:52
4433,B003,R020,S111,Ponnur,16.065,80.551,7.34,23.49,Sunny,33,Tuesday,1,Main Road,High,43,57,60,3,8,21.2,12:53
4434,B020,R015,S173,Prathipadu,16.48,80.32,4.26,22.88,Sunny,32,Monday,1,Village Road,Medium,23,19,60,2,4,17.1,12:54
4435,B016,R004,S090,Guntur,16.3067,80.4365,6.28,32.5,Sunny,24,Monday,0,Main Road,Low,36,36,60,4,0,14.5,12:55
4436,B009,R012,S095,Guntur,16.3067,80.4365,5.21,12.31,Rainy,36,Saturday,1,Main Road,Low,39,32,60,4,5,17.0,12:56
4437,B017,R006,S126,Tenali,16.239,80.645,1.41,30.34,Foggy,36,Wednesday,1,Main Road,Medium,30,58,60,3,8,13.8,12:57
4438,B020,R011,S124,Namburu,16.36,80.52,1.4,19.13,Sunny,34,Tuesday,0,Main Road,Low,44,35,60,3,0,4.9,12:58
4439,B014,R011,S014,Mangalagiri,16.4303,80.5681,1.65,15.56,Sunny,38,Monday,1,Village Road,High,28,8,60,1,8,12.5,12:59
4440,B019,R009,S085,Tenali,16.239,80.645,2.36,7.25,Foggy,29,Saturday,1,Village Road,Low,20,25,60,4,4,15.1,12:00
4441,B019,R005,S170,Pedakakani,16.285,80.49,2.76,28.73,Sunny,23,Monday,1,Main Road,Low,34,38,60,4,0,8.9,12:01
4442,B018,R014,S171,Tadikonda,16.405,80.643,5.19,30.1,Cloudy,32,Monday,1,Village Road,Low,33,31,60,4,1,14.4,12:02
4443,B001,R008,S083,Guntur,16.3067,80.4365,3.22,31.26,Sunny,33,Wednesday,0,Highway,Low,47,56,60,3,0,7.1,12:03
4444,B016,R006,S164,Vaddeswaram,16.49,80.61,5.51,16.17,Foggy,25,Tuesday,1,Main Road,High,43,6,60,4,12,23.7,12:04
4445,B016,R017,S036,Guntur,16.3067,80.4365,1.05,1.78,Foggy,29,Thursday,0,Main Road,Medium,36,5,60,2,8,11.8,12:05
4446,B020,R004,S111,Tulluru,16.52,80.58,6.77,8.71,Sunny,32,Monday,1,Main Road,Low,44,39,60,1,0,10.2,12:06
4447,B011,R017,S116,Guntur,16.3067,80.4365,3.15,13.06,Sunny,24,Thursday,0,Highway,High,60,16,60,2,8,13.2,12:07
4448,B002,R011,S048,Guntur,16.3067,80.4365,0.9,27.49,Sunny,40,Friday,1,Highway,Medium,56,14,60,1,4,6.0,12:08
4449,B003,R006,S174,Tenali,16.239,80.645,5.45,13.18,Rainy,31,Tuesday,0,Highway,Low,56,14,60,2,5,12.8,12:09
4450,B014,R019,S004,Pedakakani,16.285,80.49,2.37,21.24,Sunny,30,Saturday,1,Main Road,Low,37,46,60,4,0,7.8,12:10
4451,B018,R016,S108,Ponnur,16.065,80.551,1.53,26.69,Sunny,34,Thursday,1,Main Road,High,30,26,60,1,8,12.1,12:11
4452,B015,R002,S200,Tenali,16.239,80.645,6.05,16.57,Cloudy,24,Saturday,0,Village Road,Medium,24,37,60,2,5,22.1,12:12
4453,B011,R002,S057,Guntur,16.3067,80.4365,3.62,18.04,Sunny,29,Saturday,1,Highway,High,57,11,60,1,8,12.8,12:13
4454,B012,R008,S004,Mangalagiri,16.4303,80.5681,5.7,19.23,Sunny,29,Wednesday,0,Main Road,High,39,56,60,2,8,18.8,12:14
4455,B015,R005,S163,Prathipadu,16.48,80.32,6.82,12.42,Rainy,38,Thursday,0,Village Road,Low,32,13,60,2,5,19.8,12:15
4456,B020,R009,S003,Tadikonda,16.405,80.643,3.18,28.59,Rainy,40,Friday,1,Main Road,Low,30,27,60,2,5,13.4,12:16
4457,B015,R003,S054,Prathipadu,16.48,80.32,7.26,17.91,Rainy,23,Tuesday,0,Main Road,High,42,42,60,1,13,24.4,12:17
4458,B005,R003,S198,Tadikonda,16.405,80.643,5.98,9.2,Cloudy,29,Tuesday,0,Village Road,Medium,23,8,60,2,5,22.6,12:18
4459,B019,R011,S129,Guntur,16.3067,80.4365,0.81,1.68,Sunny,37,Saturday,0,Main Road,Low,40,6,60,1,0,2.2,12:19
4460,B003,R017,S111,Tadikonda,16.405,80.643,1.16,26.31,Sunny,22,Thursday,0,Highway,Low,59,19,60,2,0,3.2,12:20
4461,B020,R014,S034,Mangalagiri,16.4303,80.5681,2.46,28.0,Sunny,37,Thursday,0,Main Road,Low,39,5,60,3,0,6.8,12:21
4462,B020,R015,S099,Guntur,16.3067,80.4365,7.5,26.54,Sunny,37,Wednesday,0,Village Road,Low,25,19,60,2,0,20.0,12:22
4463,B010,R008,S018,Tulluru,16.52,80.58,7.8,18.67,Rainy,31,Monday,0,Highway,Low,49,20,60,1,5,15.6,12:23
4464,B004,R017,S151,Tulluru,16.52,80.58,7.76,18.8,Sunny,30,Tuesday,1,Main Road,Medium,39,5,60,4,4,19.9,12:24
4465,B005,R002,S013,Vaddeswaram,16.49,80.61,4.41,9.9,Sunny,31,Saturday,0,Main Road,Medium,43,30,60,1,4,11.2,12:25
4466,B007,R005,S031,Ponnur,16.065,80.551,3.33,29.02,Rainy,38,Thursday,0,Village Road,Low,29,20,60,1,5,12.9,12:26
4467,B003,R014,S148,Tulluru,16.52,80.58,6.49,26.51,Sunny,39,Saturday,0,Main Road,Low,38,32,60,2,0,12.2,12:27
4468,B014,R006,S110,Vaddeswaram,16.49,80.61,5.73,34.86,Sunny,32,Wednesday,1,Highway,High,55,12,60,3,8,17.3,12:28
4469,B009,R018,S076,Pedakakani,16.285,80.49,3.23,13.56,Sunny,36,Friday,0,Main Road,Low,34,34,60,4,0,9.7,12:29
4470,B010,R016,S188,Guntur,16.3067,80.4365,1.51,8.22,Sunny,22,Thursday,1,Village Road,Low,30,24,60,3,0,6.0,12:30
4471,B015,R003,S028,Guntur,16.3067,80.4365,1.02,20.09,Cloudy,22,Thursday,1,Main Road,Medium,35,37,60,1,5,7.7,12:31
4472,B002,R018,S138,Guntur,16.3067,80.4365,7.62,27.82,Cloudy,25,Wednesday,1,Village Road,Medium,22,39,60,1,5,26.8,12:32
4473,B020,R014,S016,Tulluru,16.52,80.58,5.84,11.25,Sunny,35,Friday,0,Main Road,High,38,20,60,2,8,19.2,12:33
4474,B014,R015,S133,Vaddeswaram,16.49,80.61,6.14,24.87,Cloudy,26,Tuesday,1,Highway,High,48,35,60,4,9,20.7,12:34
4475,B017,R012,S086,Pedakakani,16.285,80.49,5.01,25.56,Sunny,40,Saturday,1,Main Road,Medium,43,12,60,4,4,15.0,12:35
4476,B007,R007,S123,Mangalagiri,16.4303,80.5681,5.95,32.88,Sunny,39,Thursday,1,Village Road,Medium,27,33,60,4,4,21.2,12:36
