stop,stop_lat,stop_lng,stop_distance_km,road_type,institution_id,city
Palamaner Terminus 64,13.5639,79.154648,2.377,Highway,AP_INST_IIT_Tirupati,Tirupati
Kuppam Depot,13.581837,79.148341,4.213,Main Road,AP_INST_IIT_Tirupati,Tirupati
Bangarupalem Nagar 66,13.588,79.140636,5.277,Highway,AP_INST_IIT_Tirupati,Tirupati
Alipiri Old Town,13.644276,79.421671,1.08,Main Road,AP_INST_Sri_Padmavati_Mahila_Viswa,Tirupati
Renigunta Station,13.658549,79.425189,2.711,Main Road,AP_INST_Sri_Padmavati_Mahila_Viswa,Tirupati
Tiruchanur Depot,13.666285,79.41834,3.517,Main Road,AP_INST_Sri_Padmavati_Mahila_Viswa,Tirupati
Srinivasa Mangapuram Nagar,13.684319,79.420821,5.518,Highway,AP_INST_Sri_Padmavati_Mahila_Viswa,Tirupati
Srikalahasti Square,13.70171,79.406124,7.601,Highway,AP_INST_Sri_Padmavati_Mahila_Viswa,Tirupati
Puttur Layout,13.732495,79.416519,10.881,Main Road,AP_INST_Sri_Padmavati_Mahila_Viswa,Tirupati
Nagari Square,13.774888,79.41446,15.6,Main Road,AP_INST_Sri_Padmavati_Mahila_Viswa,Tirupati
Gudur Colony,13.806087,79.411378,19.08,Main Road,AP_INST_Sri_Padmavati_Mahila_Viswa,Tirupati
Nellore Highway Market 8,13.88785,79.397279,28.256,Main Road,AP_INST_Sri_Padmavati_Mahila_Viswa,Tirupati
Chittoor Road Bridge,13.642721,79.426042,1.105,Main Road,AP_INST_Sri_Padmavati_Mahila_Viswa,Tirupati
Tirupati Old Town Hospital Road,13.649701,79.432527,2.148,Highway,AP_INST_Sri_Padmavati_Mahila_Viswa,Tirupati
Kapila Theertham Station,13.669137,79.443517,4.596,Highway,AP_INST_Sri_Padmavati_Mahila_Viswa,Tirupati
Brahmagiristhan Hospital Road 12,13.672476,79.469508,6.802,Main Road,AP_INST_Sri_Padmavati_Mahila_Viswa,Tirupati
Chandragiri Bus Stand 13,13.69169,79.475393,8.717,Highway,AP_INST_Sri_Padmavati_Mahila_Viswa,Tirupati
Pakala Square,13.715898,79.479615,11.091,Village Road,AP_INST_Sri_Padmavati_Mahila_Viswa,Tirupati
Madanapalle Hospital Road,13.749348,79.536853,17.941,Highway,AP_INST_Sri_Padmavati_Mahila_Viswa,Tirupati
Palamaner Cross Roads,13.779197,79.564265,22.384,Village Road,AP_INST_Sri_Padmavati_Mahila_Viswa,Tirupati
Kuppam Bus Stand 17,13.82453,79.591279,28.069,Highway,AP_INST_Sri_Padmavati_Mahila_Viswa,Tirupati
Bangarupalem School Road,13.636608,79.427618,0.85,Village Road,AP_INST_Sri_Padmavati_Mahila_Viswa,Tirupati
Yerpedu Old Town,13.638172,79.439344,2.126,Main Road,AP_INST_Sri_Padmavati_Mahila_Viswa,Tirupati
Penumur Flyover,13.633985,79.453943,3.669,Main Road,AP_INST_Sri_Padmavati_Mahila_Viswa,Tirupati
Vijayapuram Cross Roads,13.631563,79.478527,6.334,Main Road,AP_INST_Sri_Padmavati_Mahila_Viswa,Tirupati
Kalikiri Mandal Office,13.644314,79.495418,8.219,Highway,AP_INST_Sri_Padmavati_Mahila_Viswa,Tirupati
Pileru Square,13.648046,79.540075,13.06,Main Road,AP_INST_Sri_Padmavati_Mahila_Viswa,Tirupati
Alipiri Market,13.633128,79.571975,16.424,Highway,AP_INST_Sri_Padmavati_Mahila_Viswa,Tirupati
Renigunta Bus Stop,13.651575,79.640133,23.861,Highway,AP_INST_Sri_Padmavati_Mahila_Viswa,Tirupati
Tiruchanur Cross Roads,13.624829,79.648597,24.727,Highway,AP_INST_Sri_Padmavati_Mahila_Viswa,Tirupati
Srinivasa Mangapuram Main Road,13.627171,79.425134,1.004,Main Road,AP_INST_Sri_Padmavati_Mahila_Viswa,Tirupati
Srikalahasti Bus Stand,13.614226,79.435696,2.839,Main Road,AP_INST_Sri_Padmavati_Mahila_Viswa,Tirupati
Puttur Station,13.606718,79.437647,3.649,Main Road,AP_INST_Sri_Padmavati_Mahila_Viswa,Tirupati
Nagari Station,13.594272,79.463993,6.543,Main Road,AP_INST_Sri_Padmavati_Mahila_Viswa,Tirupati
Gudur Circle,13.581208,79.469656,8.011,Main Road,AP_INST_Sri_Padmavati_Mahila_Viswa,Tirupati
Nellore Highway Bus Stand,13.543501,79.498729,13.238,Highway,AP_INST_Sri_Padmavati_Mahila_Viswa,Tirupati
Chittoor Road Gate,13.531583,79.516341,15.489,Village Road,AP_INST_Sri_Padmavati_Mahila_Viswa,Tirupati
Tirupati Old Town Gate 34,13.502343,79.553689,20.626,Main Road,AP_INST_Sri_Padmavati_Mahila_Viswa,Tirupati
Kapila Theertham Bus Stand,13.444294,79.630985,31.121,Main Road,AP_INST_Sri_Padmavati_Mahila_Viswa,Tirupati
Brahmagiristhan Cross Roads,13.626457,79.421132,0.925,Highway,AP_INST_Sri_Padmavati_Mahila_Viswa,Tirupati
Chandragiri Terminus,13.613377,79.42571,2.45,Main Road,AP_INST_Sri_Padmavati_Mahila_Viswa,Tirupati
Pakala Bypass,13.595736,79.421477,4.336,Main Road,AP_INST_Sri_Padmavati_Mahila_Viswa,Tirupati
Madanapalle School Road,13.581749,79.410487,5.977,Main Road,AP_INST_Sri_Padmavati_Mahila_Viswa,Tirupati
Palamaner Depot,13.5677,79.422495,7.455,Main Road,AP_INST_Sri_Padmavati_Mahila_Viswa,Tirupati
Kuppam Colony,13.525176,79.431514,12.242,Main Road,AP_INST_Sri_Padmavati_Mahila_Viswa,Tirupati
Bangarupalem Station,13.499119,79.404535,15.168,Highway,AP_INST_Sri_Padmavati_Mahila_Viswa,Tirupati
Yerpedu Bypass,13.44857,79.418235,20.698,Village Road,AP_INST_Sri_Padmavati_Mahila_Viswa,Tirupati
Penumur Gate,13.4135,79.430412,24.622,Highway,AP_INST_Sri_Padmavati_Mahila_Viswa,Tirupati
Vijayapuram Bridge,13.629456,79.413319,0.928,Main Road,AP_INST_Sri_Padmavati_Mahila_Viswa,Tirupati
Kalikiri New Town,13.621265,79.403319,2.341,Main Road,AP_INST_Sri_Padmavati_Mahila_Viswa,Tirupati
Pileru Ring Road,13.615132,79.392583,3.676,Main Road,AP_INST_Sri_Padmavati_Mahila_Viswa,Tirupati
Alipiri Bypass,13.601848,79.376636,5.942,Main Road,AP_INST_Sri_Padmavati_Mahila_Viswa,Tirupati
Renigunta Mandal Office,13.581936,79.360496,8.705,Highway,AP_INST_Sri_Padmavati_Mahila_Viswa,Tirupati
Tiruchanur Layout 50,13.556626,79.325577,13.398,Main Road,AP_INST_Sri_Padmavati_Mahila_Viswa,Tirupati
Srinivasa Mangapuram Depot 51,13.503457,79.340038,16.961,Main Road,AP_INST_Sri_Padmavati_Mahila_Viswa,Tirupati
Srikalahasti New Town 52,13.476544,79.266421,24.184,Village Road,AP_INST_Sri_Padmavati_Mahila_Viswa,Tirupati
Puttur Circle,13.501973,79.215973,26.536,Highway,AP_INST_Sri_Padmavati_Mahila_Viswa,Tirupati
Nagari Station 54,13.636363,79.410434,1.05,Main Road,AP_INST_Sri_Padmavati_Mahila_Viswa,Tirupati
Gudur Bypass 55,13.632386,79.395633,2.646,Main Road,AP_INST_Sri_Padmavati_Mahila_Viswa,Tirupati
Nellore Highway Square,13.64048,79.379359,4.438,Main Road,AP_INST_Sri_Padmavati_Mahila_Viswa,Tirupati
Chittoor Road Mandal Office,13.624716,79.367602,5.77,Main Road,AP_INST_Sri_Padmavati_Mahila_Viswa,Tirupati
Tirupati Old Town Hospital Road 58,13.637843,79.337909,8.878,Main Road,AP_INST_Sri_Padmavati_Mahila_Viswa,Tirupati
Kapila Theertham Temple Road,13.623287,79.317957,11.1,Main Road,AP_INST_Sri_Padmavati_Mahila_Viswa,Tirupati
Brahmagiristhan Gate,13.602619,79.2548,18.206,Village Road,AP_INST_Sri_Padmavati_Mahila_Viswa,Tirupati
Chandragiri Terminus 61,13.587827,79.193074,25.072,Main Road,AP_INST_Sri_Padmavati_Mahila_Viswa,Tirupati
Pakala Bypass 62,13.672734,79.126064,32.041,Main Road,AP_INST_Sri_Padmavati_Mahila_Viswa,Tirupati
Madanapalle Center 63,13.641958,79.413978,1.037,Main Road,AP_INST_Sri_Padmavati_Mahila_Viswa,Tirupati
Palamaner Market,13.655383,79.407522,2.666,Main Road,AP_INST_Sri_Padmavati_Mahila_Viswa,Tirupati
Kuppam Cross Roads,13.652078,79.389554,3.815,Main Road,AP_INST_Sri_Padmavati_Mahila_Viswa,Tirupati
Bangarupalem Market,13.668866,79.376913,6.009,Village Road,AP_INST_Sri_Padmavati_Mahila_Viswa,Tirupati
Nuzvid Bus Stand Bypass,16.795857,80.846767,1.04,Highway,AP_INST_RGUKT_Nuzvid,Nuzvid
Nuzvid Junction Nagar,16.807286,80.848212,2.317,Main Road,AP_INST_RGUKT_Nuzvid,Nuzvid
Eluru Road Stop Bridge,16.817247,80.849205,3.429,Village Road,AP_INST_RGUKT_Nuzvid,Nuzvid
Krishna Dist Office New Town,16.839939,80.854646,6.002,Main Road,AP_INST_RGUKT_Nuzvid,Nuzvid
Nuzvid Town Center Hospital Road,16.867048,80.855099,9.001,Highway,AP_INST_RGUKT_Nuzvid,Nuzvid
Paiditalli Colony Hospital Road,16.881302,80.857026,10.599,Main Road,AP_INST_RGUKT_Nuzvid,Nuzvid
Nuzvid Market Gate,16.927242,80.877451,15.988,Main Road,AP_INST_RGUKT_Nuzvid,Nuzvid
NH16 Stop Flyover,16.966717,80.797648,20.708,Main Road,AP_INST_RGUKT_Nuzvid,Nuzvid
Nuzvid Bus Stand Mandal Office,17.051271,80.821846,29.56,Village Road,AP_INST_RGUKT_Nuzvid,Nuzvid
Nuzvid Junction Junction,16.790533,80.853764,0.876,Highway,AP_INST_RGUKT_Nuzvid,Nuzvid
Eluru Road Stop Chowk,16.805301,80.861454,2.615,Main Road,AP_INST_RGUKT_Nuzvid,Nuzvid
Krishna Dist Office Junction,16.806389,80.877772,3.979,Highway,AP_INST_RGUKT_Nuzvid,Nuzvid
Nuzvid Town Center Bridge,16.830807,80.876768,5.875,Village Road,AP_INST_RGUKT_Nuzvid,Nuzvid
Paiditalli Colony New Town,16.853993,80.902929,9.599,Main Road,AP_INST_RGUKT_Nuzvid,Nuzvid
Nuzvid Market Chowk,16.870138,80.908074,11.365,Main Road,AP_INST_RGUKT_Nuzvid,Nuzvid
NH16 Stop Cross Roads,16.920838,80.938459,17.846,Village Road,AP_INST_RGUKT_Nuzvid,Nuzvid
Nuzvid Bus Stand Old Town,16.968925,80.96629,23.946,Main Road,AP_INST_RGUKT_Nuzvid,Nuzvid
Nuzvid Junction Main Road,16.972222,80.988782,25.594,Main Road,AP_INST_RGUKT_Nuzvid,Nuzvid
Eluru Road Stop Center,16.784462,80.85708,1.128,Highway,AP_INST_RGUKT_Nuzvid,Nuzvid
Krishna Dist Office Chowk,16.790688,80.871623,2.694,Main Road,AP_INST_RGUKT_Nuzvid,Nuzvid
Nuzvid Town Center Old Town,16.792894,80.882923,3.921,Highway,AP_INST_RGUKT_Nuzvid,Nuzvid
Paiditalli Colony Terminus,16.786307,80.902573,5.948,Main Road,AP_INST_RGUKT_Nuzvid,Nuzvid
Nuzvid Market Junction,16.784481,80.914924,7.266,Village Road,AP_INST_RGUKT_Nuzvid,Nuzvid
NH16 Stop Nagar,16.761405,80.962852,12.677,Main Road,AP_INST_RGUKT_Nuzvid,Nuzvid
Nuzvid Bus Stand Temple Road,16.782167,80.998679,16.187,Main Road,AP_INST_RGUKT_Nuzvid,Nuzvid
Nuzvid Junction Market,16.741813,81.041551,21.332,Main Road,AP_INST_RGUKT_Nuzvid,Nuzvid
Eluru Road Stop Mandal Office,16.71998,81.111314,29.13,Highway,AP_INST_RGUKT_Nuzvid,Nuzvid
Krishna Dist Office Colony,16.78092,80.854769,1.06,Main Road,AP_INST_RGUKT_Nuzvid,Nuzvid
Nuzvid Town Center Station,16.769149,80.859769,2.379,Main Road,AP_INST_RGUKT_Nuzvid,Nuzvid
Paiditalli Colony Ring Road,16.761504,80.874527,4.062,Highway,AP_INST_RGUKT_Nuzvid,Nuzvid
Nuzvid Market Junction 30,16.750146,80.892269,6.315,Main Road,AP_INST_RGUKT_Nuzvid,Nuzvid
NH16 Stop Main Road,16.732653,80.884916,7.239,Main Road,AP_INST_RGUKT_Nuzvid,Nuzvid
Nuzvid Bus Stand School Road,16.70215,80.902121,11.081,Main Road,AP_INST_RGUKT_Nuzvid,Nuzvid
Nuzvid Junction Center,16.692184,80.983052,17.911,Main Road,AP_INST_RGUKT_Nuzvid,Nuzvid
Eluru Road Stop Depot,16.66235,81.00397,21.704,Main Road,AP_INST_RGUKT_Nuzvid,Nuzvid
Krishna Dist Office Circle,16.631221,81.072811,29.631,Main Road,AP_INST_RGUKT_Nuzvid,Nuzvid
Nuzvid Town Center Bus Stand,16.778469,80.847069,0.894,Main Road,AP_INST_RGUKT_Nuzvid,Nuzvid
Paiditalli Colony Circle,16.765336,80.844846,2.362,Highway,AP_INST_RGUKT_Nuzvid,Nuzvid
Nuzvid Market Mandal Office,16.751967,80.853752,3.913,Main Road,AP_INST_RGUKT_Nuzvid,Nuzvid
NH16 Stop Gate,16.738123,80.840492,5.42,Village Road,AP_INST_RGUKT_Nuzvid,Nuzvid
Nuzvid Bus Stand Bus Stop,16.704764,80.826176,9.348,Village Road,AP_INST_RGUKT_Nuzvid,Nuzvid
Nuzvid Junction Circle,16.687002,80.845973,11.064,Main Road,AP_INST_RGUKT_Nuzvid,Nuzvid
Eluru Road Stop Bus Stop,16.63244,80.816109,17.438,Highway,AP_INST_RGUKT_Nuzvid,Nuzvid
Krishna Dist Office Station,16.57245,80.830484,23.864,Main Road,AP_INST_RGUKT_Nuzvid,Nuzvid
Nuzvid Town Center Cross Roads,16.575051,80.799309,24.048,Highway,AP_INST_RGUKT_Nuzvid,Nuzvid
Paiditalli Colony Circle 45,16.778739,80.840248,1.103,Village Road,AP_INST_RGUKT_Nuzvid,Nuzvid
Nuzvid Market Terminus,16.774684,80.828929,2.303,Highway,AP_INST_RGUKT_Nuzvid,Nuzvid
NH16 Stop Colony,16.767514,80.813658,4.103,Village Road,AP_INST_RGUKT_Nuzvid,Nuzvid
Nuzvid Bus Stand Square,16.745453,80.808625,6.105,Highway,AP_INST_RGUKT_Nuzvid,Nuzvid
Nuzvid Junction Flyover,16.721694,80.805003,8.464,Village Road,AP_INST_RGUKT_Nuzvid,Nuzvid
Eluru Road Stop Cross Roads,16.707394,80.75764,12.934,Village Road,AP_INST_RGUKT_Nuzvid,Nuzvid
Krishna Dist Office Market,16.678377,80.746297,16.089,Main Road,AP_INST_RGUKT_Nuzvid,Nuzvid
Nuzvid Town Center Colony,16.618888,80.706318,23.893,Main Road,AP_INST_RGUKT_Nuzvid,Nuzvid
Paiditalli Colony Bus Stand,16.600509,80.7227,24.539,Main Road,AP_INST_RGUKT_Nuzvid,Nuzvid
Nuzvid Market Bridge,16.784688,80.837949,0.953,Highway,AP_INST_RGUKT_Nuzvid,Nuzvid
NH16 Stop Nagar 55,16.786301,80.82288,2.536,Highway,AP_INST_RGUKT_Nuzvid,Nuzvid
Nuzvid Bus Stand Depot,16.791511,80.811333,3.806,Village Road,AP_INST_RGUKT_Nuzvid,Nuzvid
Nuzvid Junction Bridge,16.772519,80.784631,6.788,Highway,AP_INST_RGUKT_Nuzvid,Nuzvid
Eluru Road Stop New Town,16.795963,80.756147,9.697,Village Road,AP_INST_RGUKT_Nuzvid,Nuzvid
Krishna Dist Office Chowk 59,16.81806,80.721665,13.765,Highway,AP_INST_RGUKT_Nuzvid,Nuzvid
Nuzvid Town Center Gate,16.798613,80.695025,16.202,Main Road,AP_INST_RGUKT_Nuzvid,Nuzvid
Paiditalli Colony Bus Stop,16.788596,80.645574,21.412,Main Road,AP_INST_RGUKT_Nuzvid,Nuzvid
Nuzvid Market Colony,16.837739,80.61791,25.011,Main Road,AP_INST_RGUKT_Nuzvid,Nuzvid
NH16 Stop Chowk,16.79174,80.840706,0.864,Highway,AP_INST_RGUKT_Nuzvid,Nuzvid
Nuzvid Bus Stand Chowk,16.801965,80.83302,2.253,Main Road,AP_INST_RGUKT_Nuzvid,Nuzvid
Nuzvid Junction New Town,16.810945,80.822151,3.771,Highway,AP_INST_RGUKT_Nuzvid,Nuzvid
Eluru Road Stop Bus Stop 66,16.817374,80.797521,6.26,Village Road,AP_INST_RGUKT_Nuzvid,Nuzvid
Nellore Bus Stand Colony,14.475542,79.98411,0.939,Highway,AP_INST_Rajiv_Gandhi_University,Nellore
Grand Trunk Road Bus Stop,14.490055,79.989488,2.558,Main Road,AP_INST_Rajiv_Gandhi_University,Nellore
Magunta Layout Market,14.498966,79.981354,3.556,Village Road,AP_INST_Rajiv_Gandhi_University,Nellore
Vedayapalem Temple Road,14.5158,79.997719,5.539,Highway,AP_INST_Rajiv_Gandhi_University,Nellore
Dargamitta Circle,14.547365,79.971524,9.038,Highway,AP_INST_Rajiv_Gandhi_University,Nellore
Nellore Station Road Main Road,14.561946,79.998523,10.61,Main Road,AP_INST_Rajiv_Gandhi_University,Nellore
Kavali Stop Gate,14.632508,79.983343,18.373,Main Road,AP_INST_Rajiv_Gandhi_University,Nellore
Alluru Junction Center,14.643494,79.950961,19.952,Highway,AP_INST_Rajiv_Gandhi_University,Nellore
Kovur Circle New Town,14.684933,80.023927,24.541,Main Road,AP_INST_Rajiv_Gandhi_University,Nellore
Gudur Bus Stop Mandal Office,14.472402,79.994525,1.079,Highway,AP_INST_Rajiv_Gandhi_University,Nellore
Nellore Bus Stand Bank Colony,14.480769,80.005461,2.576,Main Road,AP_INST_Rajiv_Gandhi_University,Nellore
Grand Trunk Road Gate,14.490505,80.019986,4.477,Village Road,AP_INST_Rajiv_Gandhi_University,Nellore
Magunta Layout Chowk,14.499249,80.033796,6.253,Village Road,AP_INST_Rajiv_Gandhi_University,Nellore
Vedayapalem Station,14.509235,80.046008,7.967,Village Road,AP_INST_Rajiv_Gandhi_University,Nellore
Dargamitta Flyover,14.530409,80.071957,11.613,Main Road,AP_INST_Rajiv_Gandhi_University,Nellore
Nellore Station Road Mandal Office,14.562,80.110038,17.005,Main Road,AP_INST_Rajiv_Gandhi_University,Nellore
Kavali Stop Layout,14.584924,80.140581,21.164,Main Road,AP_INST_Rajiv_Gandhi_University,Nellore
Alluru Junction Chowk,14.58562,80.173756,24.115,Highway,AP_INST_Rajiv_Gandhi_University,Nellore
Kovur Circle Circle,14.465085,79.995109,1.011,Main Road,AP_INST_Rajiv_Gandhi_University,Nellore
Gudur Bus Stop Layout,14.472957,80.010473,2.709,Village Road,AP_INST_Rajiv_Gandhi_University,Nellore
Nellore Bus Stand Ring Road,14.462603,80.022642,3.98,Main Road,AP_INST_Rajiv_Gandhi_University,Nellore
Grand Trunk Road Center,14.460294,80.041605,6.037,Highway,AP_INST_Rajiv_Gandhi_University,Nellore
Magunta Layout Mandal Office,14.461554,80.057371,7.711,Main Road,AP_INST_Rajiv_Gandhi_University,Nellore
Vedayapalem Ring Road,14.468888,80.099156,12.185,Highway,AP_INST_Rajiv_Gandhi_University,Nellore
Dargamitta Square,14.436101,80.125862,15.454,Highway,AP_INST_Rajiv_Gandhi_University,Nellore
Nellore Station Road Layout,14.472669,80.165996,19.389,Highway,AP_INST_Rajiv_Gandhi_University,Nellore
Kavali Stop Market,14.42691,80.205362,24.044,Main Road,AP_INST_Rajiv_Gandhi_University,Nellore
Alluru Junction Nagar,14.462266,79.9935,0.983,Highway,AP_INST_Rajiv_Gandhi_University,Nellore
Kovur Circle Depot,14.452697,80.004843,2.599,Village Road,AP_INST_Rajiv_Gandhi_University,Nellore
Gudur Bus Stop Bus Stand,14.435715,80.010201,4.373,Main Road,AP_INST_Rajiv_Gandhi_University,Nellore
Nellore Bus Stand Circle,14.422845,80.025452,6.518,Highway,AP_INST_Rajiv_Gandhi_University,Nellore
Grand Trunk Road Cross Roads,14.410553,80.051709,9.481,Highway,AP_INST_Rajiv_Gandhi_University,Nellore
Magunta Layout Station,14.409169,80.077304,11.766,Village Road,AP_INST_Rajiv_Gandhi_University,Nellore
Vedayapalem School Road,14.351023,80.070056,15.784,Main Road,AP_INST_Rajiv_Gandhi_University,Nellore
Dargamitta Flyover 34,14.295453,80.131489,24.712,Village Road,AP_INST_Rajiv_Gandhi_University,Nellore
Nellore Station Road Square,14.343837,80.178995,24.91,Highway,AP_INST_Rajiv_Gandhi_University,Nellore
Kavali Stop Hospital Road,14.458645,79.98819,0.991,Highway,AP_INST_Rajiv_Gandhi_University,Nellore
Alluru Junction School Road,14.444455,79.980115,2.618,Village Road,AP_INST_Rajiv_Gandhi_University,Nellore
Kovur Circle Old Town,14.432297,79.981457,3.923,Highway,AP_INST_Rajiv_Gandhi_University,Nellore
Gudur Bus Stop Gate,14.417416,79.979403,5.592,Main Road,AP_INST_Rajiv_Gandhi_University,Nellore
Nellore Bus Stand Center,14.39772,79.979122,7.772,Main Road,AP_INST_Rajiv_Gandhi_University,Nellore
Grand Trunk Road Mandal Office,14.374709,79.965261,10.535,Main Road,AP_INST_Rajiv_Gandhi_University,Nellore
Magunta Layout Terminus,14.301966,79.990871,18.392,Main Road,AP_INST_Rajiv_Gandhi_University,Nellore
Vedayapalem Market,14.263443,79.96737,22.757,Village Road,AP_INST_Rajiv_Gandhi_University,Nellore
Dargamitta Cross Roads,14.200749,80.054809,30.552,Main Road,AP_INST_Rajiv_Gandhi_University,Nellore
Nellore Station Road Station,14.45959,79.980001,1.073,Main Road,AP_INST_Rajiv_Gandhi_University,Nellore
Kavali Stop Bank Colony,14.454146,79.969308,2.317,Highway,AP_INST_Rajiv_Gandhi_University,Nellore
Alluru Junction Main Road,14.451234,79.958385,3.469,Highway,AP_INST_Rajiv_Gandhi_University,Nellore
Kovur Circle Square,14.424167,79.942117,6.733,Main Road,AP_INST_Rajiv_Gandhi_University,Nellore
Gudur Bus Stop Bus Stop,14.431804,79.926734,7.504,Highway,AP_INST_Rajiv_Gandhi_University,Nellore
Nellore Bus Stand Bank Colony 50,14.388651,79.905771,12.293,Highway,AP_INST_Rajiv_Gandhi_University,Nellore
Grand Trunk Road Bridge,14.344038,79.907324,16.114,Main Road,AP_INST_Rajiv_Gandhi_University,Nellore
Magunta Layout Terminus 52,14.32388,79.805296,25.162,Village Road,AP_INST_Rajiv_Gandhi_University,Nellore
Vedayapalem Bus Stand,14.30334,79.828421,24.909,Main Road,AP_INST_Rajiv_Gandhi_University,Nellore
Dargamitta Bridge,14.466469,79.976277,1.051,Village Road,AP_INST_Rajiv_Gandhi_University,Nellore
Nellore Station Road Station 55,14.468531,79.961314,2.661,Main Road,AP_INST_Rajiv_Gandhi_University,Nellore
Kavali Stop Station,14.471113,79.951237,3.767,Village Road,AP_INST_Rajiv_Gandhi_University,Nellore
Alluru Junction Mandal Office,14.46471,79.933613,5.648,Main Road,AP_INST_Rajiv_Gandhi_University,Nellore
Kovur Circle Junction,14.457125,79.902066,9.108,Highway,AP_INST_Rajiv_Gandhi_University,Nellore
Gudur Bus Stop Center,14.453431,79.88939,10.516,Highway,AP_INST_Rajiv_Gandhi_University,Nellore
Nellore Bus Stand Circle 60,14.504162,79.840389,16.203,Highway,AP_INST_Rajiv_Gandhi_University,Nellore
Grand Trunk Road Bypass,14.419613,79.790956,21.661,Highway,AP_INST_Rajiv_Gandhi_University,Nellore
Magunta Layout Cross Roads,14.426364,79.730145,27.924,Highway,AP_INST_Rajiv_Gandhi_University,Nellore
Vedayapalem Bypass,14.473535,79.977703,1.131,Village Road,AP_INST_Rajiv_Gandhi_University,Nellore
Dargamitta Old Town,14.484856,79.969935,2.608,Highway,AP_INST_Rajiv_Gandhi_University,Nellore
Nellore Station Road Old Town,14.4861,79.960265,3.471,Main Road,AP_INST_Rajiv_Gandhi_University,Nellore
